district,address,description,landlord,total rent,area,number of rooms,balcony,built-in kitchen,basement,garden,elevator,stepless,guest toilet,flat share possible
Prenzlauer Berg,"Storkower Straße 0, Prenzlauer Berg, Berlin","Storkower Straße, Berlin",HousingAnywhere B.V.,1590,48,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Storkower Straße 0, Prenzlauer Berg, Berlin","Storkower Straße, Berlin",HousingAnywhere B.V.,1590,48,2,0,0,0,0,0,,0,0
Schöneberg,"Akazienstraße 0, Schöneberg, Berlin","Akazienstraße, Berlin",HousingAnywhere B.V.,1790,35,1,0,0,0,0,0,,0,0
Charlottenburg,"Schillerstraße 0, Charlottenburg, Berlin","Schillerstraße, Berlin",HousingAnywhere B.V.,1650,30,1,0,0,0,0,0,,0,0
Mitte,"Auguststraße 0, Mitte (Ortsteil), Berlin","Auguststraße, Berlin",HousingAnywhere B.V.,3000,100,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Raabestraße 0, Prenzlauer Berg, Berlin","Raabestraße, Berlin",HousingAnywhere B.V.,2460,80,2,0,0,0,0,0,,0,0
Neukölln,"Sonnenallee 0, Neukölln (Ortsteil), Berlin","Sonnenallee, Berlin",HousingAnywhere B.V.,11500,260,5,0,0,0,0,0,,0,0
Mitte,"Torstraße 0, Mitte (Ortsteil), Berlin","Torstraße, Berlin",HousingAnywhere B.V.,2900,80,1,0,0,0,0,0,,0,0
Mitte,"Inselstraße 0, Mitte (Ortsteil), Berlin","Inselstraße, Berlin",HousingAnywhere B.V.,1650,41,1,0,0,0,0,0,,0,0
Mitte,"Oranienburger Straße 0, Mitte (Ortsteil), Berlin","Oranienburger Straße, Berlin",HousingAnywhere B.V.,2200,55,1,0,0,0,0,0,,0,0
Mitte,"Tieckstraße 0, Mitte (Ortsteil), Berlin","Tieckstraße, Berlin",HousingAnywhere B.V.,1850,46,1,0,0,0,0,0,,0,0
Mitte,"Köpenicker Str. 79, Mitte (Ortsteil), Berlin",Wunderschöne vollmöblierte Studio Wohnung direkt an der Ubahn Heinrich-Heine-Straße,Estate agent,1985,36,1,0,0,0,1,0,,0,0
Moabit,"Otto-Weidt-Platz 0, Moabit, Berlin","Otto-Weidt-Platz, Berlin",HousingAnywhere B.V.,3900,90,2,0,0,0,0,0,,0,1
Französisch Buchholz,"Pasewalker Straße 0, Französisch Buchholz, Berlin","Pasewalker Straße, Berlin",HousingAnywhere B.V.,1695,61,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Lychener Straße 0, Prenzlauer Berg, Berlin","Lychener Straße, Berlin",HousingAnywhere B.V.,2590,87,1,0,0,0,0,0,,0,0
Friedrichshain,"Gürtelstraße 0, Friedrichshain, Berlin","Gürtelstraße, Berlin",HousingAnywhere B.V.,1550,60,1,0,0,0,0,0,,0,0
Wilmersdorf,"Landhausstraße 0, Wilmersdorf, Berlin","Landhausstraße, Berlin",HousingAnywhere B.V.,1470,35,1,0,0,0,0,0,,0,0
Kreuzberg,"Grimmstraße 0, Kreuzberg, Berlin","Grimmstraße, Berlin",HousingAnywhere B.V.,1870,52,1,0,0,0,0,0,,0,0
Friedrichshain,"Höchste Straße 0, Friedrichshain, Berlin","Höchste Straße, Berlin",HousingAnywhere B.V.,5500,130,4,0,0,0,0,0,,0,0
Friedrichshain,"Höchste Straße 0, Friedrichshain, Berlin","Höchste Straße, Berlin",HousingAnywhere B.V.,5500,130,4,0,0,0,0,0,,0,0
Neukölln,"Neckarstraße 0, Neukölln (Ortsteil), Berlin","Neckarstraße, Berlin",HousingAnywhere B.V.,1700,60,2,0,0,0,0,0,,0,0
Friedrichshain,"Petersburger Straße 0, Friedrichshain, Berlin","Petersburger Straße, Berlin",HousingAnywhere B.V.,1850,50,1,0,0,0,0,0,,0,0
Pankow,"Mühlenstraße 0, Pankow (Ortsteil), Berlin","Mühlenstraße, Berlin",HousingAnywhere B.V.,901,28,1,0,0,0,0,0,,0,0
Charlottenburg,"Osnabrücker Straße 0, Charlottenburg, Berlin","Osnabrücker Straße, Berlin",HousingAnywhere B.V.,1245,27,1,0,0,0,0,0,,0,0
Friedrichshain,"Kochhannstraße 0, Friedrichshain, Berlin","Kochhannstraße, Berlin",HousingAnywhere B.V.,1650,55,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Gleimstraße 0, Prenzlauer Berg, Berlin","Gleimstraße, Berlin",HousingAnywhere B.V.,1810,75,1,0,0,0,0,0,,0,0
Westend,"Spandauer Damm 0, Westend, Berlin","Spandauer Damm, Berlin",HousingAnywhere B.V.,2790,110,3,0,0,0,0,0,,0,0
Falkenberg,"Marie-Elisabeth-von-Humboldt-Straße 0, Falkenberg, Berlin","Marie-Elisabeth-von-Humboldt-Straße, Berlin",HousingAnywhere B.V.,1669,60,1,0,0,0,0,0,,0,0
Wilmersdorf,"Kaubstraße 0, Wilmersdorf, Berlin","Kaubstraße, Berlin",HousingAnywhere B.V.,1630,43,1,0,0,0,0,0,,0,0
Wedding,"Triftstraße 0, Wedding, Berlin","Triftstraße, Berlin",HousingAnywhere B.V.,1690,65,1,0,0,0,0,0,,0,0
Friedrichshain,"Landsberger Allee 0, Friedrichshain, Berlin","Landsberger Allee, Berlin",HousingAnywhere B.V.,1990,68,2,0,0,0,0,0,,0,0
Tiergarten,"Lützowstr. 111, Tiergarten, Berlin",2 rooms apartment with Balcony in Mitte (Berlin),Estate agent,2000,35,2,1,0,0,0,0,,0,0
Friedrichshain,"Landsberger Allee 0, Friedrichshain, Berlin","Landsberger Allee, Berlin",HousingAnywhere B.V.,2100,68,2,0,0,0,0,0,,0,0
Friedrichshain,"Markgrafendamm 0, Friedrichshain, Berlin","Markgrafendamm, Berlin",HousingAnywhere B.V.,2700,73,3,0,0,0,0,0,,0,0
Mitte,"Neue Grünstraße 0, Mitte (Ortsteil), Berlin","Neue Grünstraße, Berlin",HousingAnywhere B.V.,1095,32,1,0,0,0,0,0,,0,0
Schöneberg,"Kärntener Str. 4, Schöneberg, Berlin",Wunderschöne vollausgestattete 2 Zimmer Wohnung in super Lage in Schöneberg.,Estate agent,2090,58,2,0,0,0,0,0,,0,0
Französisch Buchholz,"Arnouxstraße 39, Französisch Buchholz, Berlin","Gemütliche 1,5 Zimmer-Wohnung mit Balkon und EBK",Estate agent,845,45.43,2,0,1,0,0,0,,0,0
Mitte,"Am Köllnischen Park 11, Mitte (Ortsteil), Berlin",Neubauapartment nahe Alexanderplatz,Estate agent,1685,49,2,1,0,0,0,0,,0,0
Mitte,"Neue Grünstraße 0, Mitte (Ortsteil), Berlin","Neue Grünstraße, Berlin",HousingAnywhere B.V.,985,28,1,0,0,0,0,0,,0,0
Kreuzberg,"Leuschnerdamm 0, Kreuzberg, Berlin","Leuschnerdamm, Berlin",HousingAnywhere B.V.,2990,60,1,0,0,0,0,0,,0,0
Moabit,"Kaiserin-Augusta-Allee 0, Moabit, Berlin","Kaiserin-Augusta-Allee, Berlin",HousingAnywhere B.V.,1900,58,2,0,0,0,0,0,,0,0
Reinickendorf,"Friedrich-Wilhelm-Straße 0, Reinickendorf (Ortsteil), Berlin","Friedrich-Wilhelm-Straße, Berlin",HousingAnywhere B.V.,1700,60,1,0,0,0,0,0,,0,0
Zehlendorf,"Mühlenstraße 4, Zehlendorf, Berlin",3 Zimmer mit großer Dachterrasse zentral in Zehlendorf-Mitte!,Estate agent,2970,151,3,1,0,0,0,0,,0,0
Karlshorst,"Hönower Straße 7, Karlshorst, Berlin",*Erstbezug* 2 Zimmerwohnung mit Balkon und Aufzug*,Estate agent,1560.8,65.54,2,1,0,0,0,0,,0,0
Charlottenburg,"Bleibtreustraße 25A, Charlottenburg, Berlin",Möblierte Luxuswohnung in Bestlage Bleibtreustraße am Kurfürstendamm - Hochklassige Einbauten -,Estate agent,3985,110,3,1,0,0,0,0,,0,0
Moabit,"Beusselstraße 65, Moabit, Berlin",2 bedroom apartment in Mitte (Berlin),Estate agent,2315,69,2,1,0,0,0,0,,0,0
Prenzlauer Berg,"Sonnenburger Straße 0, Prenzlauer Berg, Berlin","Sonnenburger Straße, Berlin",HousingAnywhere B.V.,1665,42,1,0,0,0,0,0,,0,0
Rosenthal,"Friedrich-Engels-Straße 0, Rosenthal, Berlin","Friedrich-Engels-Straße, Berlin",HousingAnywhere B.V.,1999,78,2,0,0,0,0,0,,0,0
Mitte,"Griebenowstraße 0, Mitte (Ortsteil), Berlin","Griebenowstraße, Berlin",HousingAnywhere B.V.,1790,55,1,0,0,0,0,0,,0,0
Mitte,"Neue Grünstraße 0, Mitte (Ortsteil), Berlin","Neue Grünstraße, Berlin",HousingAnywhere B.V.,950,28,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Storkower Straße 0, Prenzlauer Berg, Berlin","Storkower Straße, Berlin",HousingAnywhere B.V.,2160,22,1,0,0,0,0,0,,0,0
Friedenau,"Wilhelmshöher Straße 0, Friedenau, Berlin","Wilhelmshöher Straße, Berlin",HousingAnywhere B.V.,1450,62,1,0,0,0,0,0,,0,0
Fennpfuhl,"Alfred-Jung-Straße 0, Fennpfuhl, Berlin","Alfred-Jung-Straße, Berlin",HousingAnywhere B.V.,788,19,1,0,0,0,0,0,,0,0
Fennpfuhl,"Alfred-Jung-Straße 0, Fennpfuhl, Berlin","Alfred-Jung-Straße, Berlin",HousingAnywhere B.V.,925,19,1,0,0,0,0,0,,0,0
Moabit,"Heidestraße 0, Moabit, Berlin","Heidestraße, Berlin",HousingAnywhere B.V.,4411,38,1,0,0,0,0,0,,0,0
Mitte,"Brunnenstraße 0, Mitte (Ortsteil), Berlin","Brunnenstraße, Berlin",HousingAnywhere B.V.,1800,50,1,0,0,0,0,0,,0,0
Mitte,"Brunnenstraße 0, Mitte (Ortsteil), Berlin","Brunnenstraße, Berlin",HousingAnywhere B.V.,2200,60,1,0,0,0,0,0,,0,0
Mitte,"Brunnenstraße 0, Mitte (Ortsteil), Berlin","Brunnenstraße, Berlin",HousingAnywhere B.V.,1800,36,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Saarbrücker Straße 0, Prenzlauer Berg, Berlin","Saarbrücker Straße, Berlin",HousingAnywhere B.V.,2300,76,1,0,0,0,0,0,,0,0
Friedrichshain,"Pettenkoferstraße 0, Friedrichshain, Berlin","Pettenkoferstraße, Berlin",HousingAnywhere B.V.,1530,38,1,0,0,0,0,0,,0,0
Friedrichshain,"Pettenkoferstraße 0, Friedrichshain, Berlin","Pettenkoferstraße, Berlin",HousingAnywhere B.V.,1530,35,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Anton-Saefkow-Straße 0, Prenzlauer Berg, Berlin","Anton-Saefkow-Straße, Berlin",HousingAnywhere B.V.,1450,35,1,0,0,0,0,0,,0,0
Mitte,"Gartenstraße 0, Mitte (Ortsteil), Berlin","Gartenstraße, Berlin",HousingAnywhere B.V.,2750,55,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Sonnenburger Straße 0, Prenzlauer Berg, Berlin","Sonnenburger Straße, Berlin",HousingAnywhere B.V.,1350,43,1,0,0,0,0,0,,0,0
Friedrichshain,"Dolziger Straße 0, Friedrichshain, Berlin","Dolziger Straße, Berlin",HousingAnywhere B.V.,1200,38,1,0,0,0,0,0,,0,0
Kreuzberg,"Stresemannstraße 0, Kreuzberg, Berlin","Stresemannstraße, Berlin",HousingAnywhere B.V.,3500,150,3,0,0,0,0,0,,0,0
Mitte,"Rochstraße 0, Mitte (Ortsteil), Berlin","Rochstraße, Berlin",HousingAnywhere B.V.,1895,50,1,0,0,0,0,0,,0,0
Mitte,"Leipziger Straße 0, Mitte (Ortsteil), Berlin","Leipziger Straße, Berlin",HousingAnywhere B.V.,1995,50,1,0,0,0,0,0,,0,0
Mitte,"Veteranenstraße 0, Mitte (Ortsteil), Berlin","Veteranenstraße, Berlin",HousingAnywhere B.V.,1850,40,1,0,0,0,0,0,,0,0
Mitte,"Veteranenstraße 0, Mitte (Ortsteil), Berlin","Veteranenstraße, Berlin",HousingAnywhere B.V.,2250,55,1,0,0,0,0,0,,0,0
Mitte,"Pflugstraße 0, Mitte (Ortsteil), Berlin","Pflugstraße, Berlin",HousingAnywhere B.V.,2400,60,2,0,0,0,0,0,,0,0
Mitte,"Veteranenstraße 0, Mitte (Ortsteil), Berlin","Veteranenstraße, Berlin",HousingAnywhere B.V.,1795,35,1,0,0,0,0,0,,0,0
Karow,"Streckfußstraße 44a, Karow, Berlin",MAISONETTWOHNUNG in  BERLIN KAROW auf Privatgrundstück,Private offer,1396,66,2.5,1,0,0,0,0,,0,0
Friedrichshain,"Stralauer Allee 5, Friedrichshain, Berlin",2 rooms apartment with Balcony in Friedrichshain (Berlin),Estate agent,2330,63,2,1,0,0,0,0,,0,0
Dahlem,"Dahlem, Berlin","TOPLAGE DAHLEM ! GROßZÜGIGE WOHNUNG IN MODERNER STADTVILLA! BALKON, TIEFGARAGE, PARKETT, FAHRSTUHL",Estate agent,4000,150,4.5,1,0,0,0,0,,0,0
Mitte,"Veteranenstraße 0, Mitte (Ortsteil), Berlin","Veteranenstraße, Berlin",HousingAnywhere B.V.,1795,35,1,0,0,0,0,0,,0,0
Mitte,"Veteranenstraße 0, Mitte (Ortsteil), Berlin","Veteranenstraße, Berlin",HousingAnywhere B.V.,1795,35,1,0,0,0,0,0,,0,0
Mitte,"Veteranenstraße 0, Mitte (Ortsteil), Berlin","Veteranenstraße, Berlin",HousingAnywhere B.V.,2250,50,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Oderberger Straße 0, Prenzlauer Berg, Berlin","Oderberger Straße, Berlin",HousingAnywhere B.V.,2250,60,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Oderberger Straße 0, Prenzlauer Berg, Berlin","Oderberger Straße, Berlin",HousingAnywhere B.V.,2250,60,1,0,0,0,0,0,,0,0
Wedding,"Ofener Straße 0, Wedding, Berlin","Ofener Straße, Berlin",HousingAnywhere B.V.,2100,68,2,0,0,0,0,0,,0,0
Wedding,"Glasgower Straße 0, Wedding, Berlin","Glasgower Straße, Berlin",HousingAnywhere B.V.,1475,36,1,0,0,0,0,0,,0,0
Neukölln,"Emser Straße 0, Neukölln (Ortsteil), Berlin","Emser Straße, Berlin",HousingAnywhere B.V.,1500,37,1,0,0,0,0,0,,0,0
Moabit,"Oldenburger Straße 0, Moabit, Berlin","Oldenburger Straße, Berlin",HousingAnywhere B.V.,1800,58,1,0,0,0,0,0,,0,0
Wedding,"Brüsseler Straße 0, Wedding, Berlin","Brüsseler Straße, Berlin",HousingAnywhere B.V.,1635,43,1,0,0,0,0,0,,0,0
Neukölln,"Weserstraße 0, Neukölln (Ortsteil), Berlin","Weserstraße, Berlin",HousingAnywhere B.V.,1640,34,1,0,0,0,0,0,,0,0
Kreuzberg,"Mehringdamm 0, Kreuzberg, Berlin","Mehringdamm, Berlin",HousingAnywhere B.V.,1895,67,1,0,0,0,0,0,,0,0
Wedding,"Glasgower Straße 0, Wedding, Berlin","Glasgower Straße, Berlin",HousingAnywhere B.V.,2200,94,2,0,0,0,0,0,,0,0
Alt-Treptow,"Karl-Kunger-Straße 0, Alt-Treptow, Berlin","Karl-Kunger-Straße, Berlin",HousingAnywhere B.V.,1600,52,1,0,0,0,0,0,,0,0
Reinickendorf,"Friedrich-Wilhelm-Straße 0, Reinickendorf (Ortsteil), Berlin","Friedrich-Wilhelm-Straße, Berlin",HousingAnywhere B.V.,2595,91,3,0,0,0,0,0,,0,0
Westend,"Halmstraße 13, Westend, Berlin",Lichtdurchflutete Erdgeschosswohnung in der weißen Villa in Charlottenburg,Estate agent,1890,80,2,1,0,0,0,0,,0,0
Kreuzberg,"Stresemannstraße 0, Kreuzberg, Berlin","Stresemannstraße, Berlin",HousingAnywhere B.V.,1600,50,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Oderberger Straße 0, Prenzlauer Berg, Berlin","Oderberger Straße, Berlin",HousingAnywhere B.V.,1950,40,1,0,0,0,0,0,,0,0
Charlottenburg,"Heisenbergstraße 5, Charlottenburg, Berlin",Atemberaubende 4 Zimmer Wohnung zwischen Tiergarten  und Schloss Charlottenburg,Estate agent,4260,113,4,0,0,0,0,0,,0,0
Tempelhof,"Friedrich-Franz-Straße 0, Tempelhof, Berlin","Friedrich-Franz-Straße, Berlin",HousingAnywhere B.V.,1900,126,3,0,0,0,0,0,,0,0
Wedding,"Brüsseler Straße 0, Wedding, Berlin","Brüsseler Straße, Berlin",HousingAnywhere B.V.,2045,85,1,0,0,0,0,0,,0,0
Charlottenburg,"Helmholtzstraße 0, Charlottenburg, Berlin","Helmholtzstraße, Berlin",HousingAnywhere B.V.,1800,60,1,0,0,0,0,0,,0,0
Adlershof,"Erich-Thilo-Straße 0, Adlershof, Berlin","Erich-Thilo-Straße, Berlin",HousingAnywhere B.V.,2730,59,1,0,0,0,0,0,,0,0
Adlershof,"Erich-Thilo-Straße 0, Adlershof, Berlin","Erich-Thilo-Straße, Berlin",HousingAnywhere B.V.,2310,59,1,0,0,0,0,0,,0,0
Adlershof,"Erich-Thilo-Straße 0, Adlershof, Berlin","Erich-Thilo-Straße, Berlin",HousingAnywhere B.V.,2310,34,1,0,0,0,0,0,,0,0
Adlershof,"Erich-Thilo-Straße 0, Adlershof, Berlin","Erich-Thilo-Straße, Berlin",HousingAnywhere B.V.,1980,34,1,0,0,0,0,0,,0,0
Charlottenburg,"Heisenbergstraße 9, Charlottenburg, Berlin",charmante 4 Zimmer Wohnung unweit vom Tiergarten und Schloss Charlottenburg entfernt,Estate agent,4310,115,4,0,0,0,1,0,,0,0
Prenzlauer Berg,"Sonnenburger Straße 0, Prenzlauer Berg, Berlin","Sonnenburger Straße, Berlin",HousingAnywhere B.V.,1765,42,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Malmöer Straße 0, Prenzlauer Berg, Berlin","Malmöer Straße, Berlin",HousingAnywhere B.V.,1890,51,1,0,0,0,0,0,,0,1
Moabit,"Oldenburger Straße 0, Moabit, Berlin","Oldenburger Straße, Berlin",HousingAnywhere B.V.,1600,40,1,0,0,0,0,0,,0,0
Mitte,"Französische Straße 0, Mitte (Ortsteil), Berlin","Französische Straße, Berlin",HousingAnywhere B.V.,2990,84,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Rhinower Straße 0, Prenzlauer Berg, Berlin","Rhinower Straße, Berlin",HousingAnywhere B.V.,2520,90,2,0,0,0,0,0,,0,0
Neukölln,"Hertzbergstraße 0, Neukölln (Ortsteil), Berlin","Hertzbergstraße, Berlin",HousingAnywhere B.V.,1590,46,1,0,0,0,0,0,,0,0
Lichterfelde,"Kaiserstr. 4c, Lichterfelde, Berlin",Modern shared apartment with 4 rooms in Scandinavian style,Estate agent,3500,73,4,1,0,0,0,0,,0,0
Schöneberg,"Martin-Luther-Straße 0, Schöneberg, Berlin","Martin-Luther-Straße, Berlin",HousingAnywhere B.V.,1470,39,1,0,0,0,0,0,,0,0
Neukölln,"Donaustraße 0, Neukölln (Ortsteil), Berlin","Donaustraße, Berlin",HousingAnywhere B.V.,1600,51,1,0,0,0,0,0,,0,0
Moabit,"Huttenstraße 0, Moabit, Berlin","Huttenstraße, Berlin",HousingAnywhere B.V.,1715,53,1,0,0,0,0,0,,0,0
Köpenick,"Carl-Spindler-Strasse 1-3 u. a., Köpenick, Berlin",Spindlersfeld/Köpenick wohnen an der Spree! Neubau 3 Zimmerwohnungen,Estate agent,1694,82,3,0,1,0,0,0,,0,0
Moabit,"Huttenstraße 0, Moabit, Berlin","Huttenstraße, Berlin",HousingAnywhere B.V.,1550,35,1,0,0,0,0,0,,0,0
Friedrichshain,"Jessnerstraße 0, Friedrichshain, Berlin","Jessnerstraße, Berlin",HousingAnywhere B.V.,1900,55,1,0,0,0,0,0,,0,1
Schöneberg,"Grunewaldstraße 0, Schöneberg, Berlin","Grunewaldstraße, Berlin",HousingAnywhere B.V.,2050,72,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Gleimstraße 0, Prenzlauer Berg, Berlin","Gleimstraße, Berlin",HousingAnywhere B.V.,1700,33,1,0,0,0,0,0,,0,0
Wedding,"Brüsseler Straße 0, Wedding, Berlin","Brüsseler Straße, Berlin",HousingAnywhere B.V.,1785,51,1,0,0,0,0,0,,0,0
Mitte,"Brunnenstraße 0, Mitte (Ortsteil), Berlin","Brunnenstraße, Berlin",HousingAnywhere B.V.,2000,52,1,0,0,0,0,0,,0,0
Moabit,"Oldenburger Straße 0, Moabit, Berlin","Oldenburger Straße, Berlin",HousingAnywhere B.V.,1500,42,1,0,0,0,0,0,,0,0
Moabit,"Huttenstraße 0, Moabit, Berlin","Huttenstraße, Berlin",HousingAnywhere B.V.,1975,62,1,0,0,0,0,0,,0,0
Charlottenburg,"Heisenbergstraße 9, Charlottenburg, Berlin",hochwertig ausgestattete 4 Zimmer Wohnung in einem Neubau  direkt an der Spree,Estate agent,4360,116,4,0,0,0,1,0,,0,0
Moabit,"Huttenstraße 0, Moabit, Berlin","Huttenstraße, Berlin",HousingAnywhere B.V.,2750,102,3,0,0,0,0,0,,0,0
Alt-Treptow,"Karl-Kunger-Straße 0, Alt-Treptow, Berlin","Karl-Kunger-Straße, Berlin",HousingAnywhere B.V.,1605,35,1,0,0,0,0,0,,0,0
Mitte,"Klosterstraße 0, Mitte (Ortsteil), Berlin","Klosterstraße, Berlin",HousingAnywhere B.V.,3450,145,2,0,0,0,0,0,,0,0
Charlottenburg,"Charlottenburg, Berlin",Möbliertes 1 Zimmer Apartment am Lietzensee - ALL INCLUSIVE,Estate agent,855,22,1,1,0,0,0,0,,0,0
Köpenick,"Stellingdamm 2, Köpenick, Berlin",Großzügige Dachgeschosswohnung!,Estate agent,1727,110,2,1,0,0,0,0,,0,0
Schöneberg,"Akazienstraße 0, Schöneberg, Berlin","Akazienstraße, Berlin",HousingAnywhere B.V.,1750,35,1,0,0,0,0,0,,0,0
Mitte,"Zionskirchstraße 0, Mitte (Ortsteil), Berlin","Zionskirchstraße, Berlin",HousingAnywhere B.V.,2690,135,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Immanuelkirchstraße 0, Prenzlauer Berg, Berlin","Immanuelkirchstraße, Berlin",HousingAnywhere B.V.,1500,30,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Prenzlauer Allee 0, Prenzlauer Berg, Berlin","Prenzlauer Allee, Berlin",HousingAnywhere B.V.,1890,60,1,0,0,0,0,0,,0,0
Alt-Treptow,"Karl-Kunger-Straße 0, Alt-Treptow, Berlin","Karl-Kunger-Straße, Berlin",HousingAnywhere B.V.,1875,53,1,0,0,0,0,0,,0,0
Alt-Treptow,"Karl-Kunger-Straße 0, Alt-Treptow, Berlin","Karl-Kunger-Straße, Berlin",HousingAnywhere B.V.,1985,62,2,0,0,0,0,0,,0,0
Alt-Treptow,"Karl-Kunger-Straße 0, Alt-Treptow, Berlin","Karl-Kunger-Straße, Berlin",HousingAnywhere B.V.,1655,50,1,0,0,0,0,0,,0,0
Alt-Treptow,"Karl-Kunger-Straße 0, Alt-Treptow, Berlin","Karl-Kunger-Straße, Berlin",HousingAnywhere B.V.,1735,56,1,0,0,0,0,0,,0,0
Neukölln,"Emser Straße 0, Neukölln (Ortsteil), Berlin","Emser Straße, Berlin",HousingAnywhere B.V.,1400,33,1,0,0,0,0,0,,0,0
Neukölln,"Hobrechtstraße 0, Neukölln (Ortsteil), Berlin","Hobrechtstraße, Berlin",HousingAnywhere B.V.,1715,40,1,0,0,0,0,0,,0,0
Neukölln,"Hobrechtstraße 0, Neukölln (Ortsteil), Berlin","Hobrechtstraße, Berlin",HousingAnywhere B.V.,1700,45,1,0,0,0,0,0,,0,0
Grünau,"An der Dahme 3, Grünau, Berlin",Direkter Wasserblick - Attraktive 3-Zimmer Wohnung,Estate agent,2641.6,92.8,3,1,0,0,0,0,,0,0
Neukölln,"Hobrechtstraße 0, Neukölln (Ortsteil), Berlin","Hobrechtstraße, Berlin",HousingAnywhere B.V.,1500,42,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Storkower Straße 0, Prenzlauer Berg, Berlin","Storkower Straße, Berlin",HousingAnywhere B.V.,1470,40,1,0,0,0,0,0,,0,0
Kreuzberg,"Blücherstraße 0, Kreuzberg, Berlin","Blücherstraße, Berlin",HousingAnywhere B.V.,1800,51,1,0,0,0,0,0,,0,0
Mitte,"Köpenicker Straße 0, Mitte (Ortsteil), Berlin","Köpenicker Straße, Berlin",HousingAnywhere B.V.,1450,26,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Erich-Weinert-Straße 0, Prenzlauer Berg, Berlin","Erich-Weinert-Straße, Berlin",HousingAnywhere B.V.,1095,31,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Gleimstraße 0, Prenzlauer Berg, Berlin","Gleimstraße, Berlin",HousingAnywhere B.V.,1600,39,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Kopenhagener Straße 0, Prenzlauer Berg, Berlin","Kopenhagener Straße, Berlin",HousingAnywhere B.V.,2000,33,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Pappelallee 0, Prenzlauer Berg, Berlin","Pappelallee, Berlin",HousingAnywhere B.V.,1750,30,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Seelower Straße 0, Prenzlauer Berg, Berlin","Seelower Straße, Berlin",HousingAnywhere B.V.,3200,75,2,0,0,0,0,0,,0,0
Köpenick,"Stellingdamm 3, Köpenick, Berlin",Extravagant ausgebautes Dachgeschoss mit exklusiver Dachterrasse !,Estate agent,2888,190,2,1,0,0,0,0,,0,0
Prenzlauer Berg,"Rodenbergstraße 0, Prenzlauer Berg, Berlin","Rodenbergstraße, Berlin",HousingAnywhere B.V.,2200,45,2,0,0,0,0,0,,0,0
Neukölln,"Biebricher Straße 0, Neukölln (Ortsteil), Berlin","Biebricher Straße, Berlin",HousingAnywhere B.V.,1550,36,1,0,0,0,0,0,,0,0
Marienfelde,"Friedenfelser Str. 13, Marienfelde, Berlin",3-Zimmerwohnung mit Balkon und Einbauküche zu vermieten,Estate agent,1366,79.21,3,1,0,0,0,0,,0,0
Prenzlauer Berg,"Eugen-Schönhaar-Straße 0, Prenzlauer Berg, Berlin","Eugen-Schönhaar-Straße, Berlin",HousingAnywhere B.V.,2399,72,2,0,0,0,0,0,,0,0
Charlottenburg,"Guerickestraße 0, Charlottenburg, Berlin","Guerickestraße, Berlin",HousingAnywhere B.V.,1300,50,1,0,0,0,0,0,,0,0
Charlottenburg,"Schlüterstraße 0, Charlottenburg, Berlin","Schlüterstraße, Berlin",HousingAnywhere B.V.,1600,45,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Greifenhagener Straße 0, Prenzlauer Berg, Berlin","Greifenhagener Straße, Berlin",HousingAnywhere B.V.,1700,51,1,0,0,0,0,0,,0,0
Friedrichshain,"Heidenfeldstraße 0, Friedrichshain, Berlin","Heidenfeldstraße, Berlin",HousingAnywhere B.V.,1800,52,1,0,0,0,0,0,,0,0
Friedrichshain,"Heidenfeldstraße 0, Friedrichshain, Berlin","Heidenfeldstraße, Berlin",HousingAnywhere B.V.,1750,45,1,0,0,0,0,0,,0,0
Friedrichshain,"Pettenkoferstraße 0, Friedrichshain, Berlin","Pettenkoferstraße, Berlin",HousingAnywhere B.V.,1950,65,1,0,0,0,0,0,,0,0
Friedrichshain,"Straßmannstraße 0, Friedrichshain, Berlin","Straßmannstraße, Berlin",HousingAnywhere B.V.,1550,44,1,0,0,0,0,0,,0,0
Tegel,"Veitstraße 0, Tegel, Berlin","Veitstraße, Berlin",HousingAnywhere B.V.,1400,38,1,0,0,0,0,0,,0,0
Neukölln,"Hobrechtstraße 0, Neukölln (Ortsteil), Berlin","Hobrechtstraße, Berlin",HousingAnywhere B.V.,1700,65,2,0,0,0,0,0,,0,0
