district,address,description,total rent,area,number of rooms,balcony,built-in kitchen,basement,garden,elevator,stepless,guest toilet,flat share possible
wedding,"Seestraße 106, Wedding, Berlin",Wohnungstausch: Seestraße 106,1530.0,117.0,3.0,0,0,0,0,0,0,0,0
kreuzberg,"Hedemannstraße 21, Kreuzberg, Berlin",Wohnungstausch: Hedemannstraße 21,690.0,72.0,2.0,1,0,0,0,1,0,0,0
neukölln,"Herrfurthstraße A 20, Neukölln (Ortsteil), Berlin",Wohnungstausch: Herrfurthstraße 20A,790.0,53.0,2.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Kollwitzstraße 93, Prenzlauer Berg, Berlin",Wohnungstausch: Kollwitzstraße 93,940.0,52.0,2.0,0,0,0,0,0,0,0,0
gropiusstadt,"Theodor-Loos-Weg 12, Gropiusstadt, Berlin",Wohnungstausch: Theodor-Loos-Weg 12,670.0,74.0,3.0,0,0,0,0,0,0,0,0
gesundbrunnen,"Böttgerstraße 18, Gesundbrunnen, Berlin",Wohnungstausch: Böttgerstraße 18,1350.0,103.0,3.0,1,0,0,0,0,0,0,0
gropiusstadt,"Joachim- Gottschalk- Weg 1, Gropiusstadt, Berlin",Wohnungstausch: Joachim- Gottschalk- Weg 1,950.0,86.0,3.0,1,0,0,0,1,0,0,0
friedrichshain,"Frankfurter Allee 80, Friedrichshain, Berlin",Wohnungstausch: Frankfurter Allee 80,1000.0,92.0,3.0,1,0,0,0,0,0,0,0
alt-treptow,"Wildenbruchstraße 41, Alt-Treptow, Berlin",Wohnungstausch: Wildenbruchstraße 41,570.0,60.0,2.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Rietzestraße 21, Prenzlauer Berg, Berlin",Wohnungstausch: Rietzestraße 21,640.0,55.0,2.0,1,0,0,0,0,0,0,0
rosenthal,"Kastanienallee 21, Rosenthal, Berlin",Wohnungstausch: Kastanienallee 21,1250.0,95.0,4.0,1,0,0,0,0,0,0,0
heinersdorf,"Prenzlauer Promenade 138, Heinersdorf, Berlin",Wohnungstausch: Prenzlauer Promenade 138,840.0,64.0,2.0,1,0,0,0,0,0,0,0
wedding,"Reinickendorfer Straße 0, Wedding, Berlin","Reinickendorfer Straße, Berlin",1590.0,22.0,1.0,0,0,0,0,0,1,0,0
friedrichshain,"Friedrichshain, Berlin",Tauschwohnung: Gemütliche 2 Zimmer Wohnung im Samariterkiez,650.0,60.0,2.0,0,0,1,0,0,0,0,0
neukölln,"Neukölln (Ortsteil), Berlin",Tauschwohnung: Tauschen 2 Zimmer Wohnung gegen 3-4 Zimmer Wohnung,600.0,55.0,2.0,0,0,1,0,0,0,0,0
pankow,"Mühlenstraße 0, Pankow (Ortsteil), Berlin","Mühlenstraße, Berlin",851.0,23.0,1.0,0,0,0,0,0,0,0,0
lichterfelde,"Lichterfelde, Berlin","Exklusive, geräumige 3-Zimmer-Wohnung in Berlin",1850.0,106.0,3.0,0,0,1,0,0,0,1,0
moabit,"Kurfürstenstraße 0, Moabit, Berlin","Kurfürstenstraße, Berlin",1700.0,37.0,1.0,0,0,0,0,0,0,0,0
charlottenburg,"Bismarckstraße 0, Charlottenburg, Berlin","Bismarckstraße, Berlin",2500.0,71.0,3.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Thaerstraße 0, Prenzlauer Berg, Berlin","Thaerstraße, Berlin",1450.0,35.0,1.0,0,0,0,0,0,0,0,0
charlottenburg,"Leibnizstraße 0, Charlottenburg, Berlin","Leibnizstraße, Berlin",2250.0,67.0,3.0,0,0,0,0,0,1,0,0
neukölln,"Emser Straße 0, Neukölln (Ortsteil), Berlin","Emser Straße, Berlin",1350.0,45.0,1.0,0,0,0,0,0,0,0,0
kreuzberg,"Tempelherrenstraße 0, Kreuzberg, Berlin","Tempelherrenstraße, Berlin",2000.0,105.0,2.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Prenzlauer Berg, Berlin",Fehrbelliner.90 - Möbliertes Wohnen auf Zeit,4900.0,96.0,2.0,1,1,0,0,0,0,1,0
charlottenburg,"Krumme Str. 54, Charlottenburg, Berlin",Furnished 3 rooms apartment in Charlottenburg (Berlin),3062.0,78.0,3.0,0,1,0,0,1,0,0,0
weißensee,"Gounodstraße 23, Weißensee, Berlin",Stilvoll möblierte 2-Zimmerwohnung in Weißensee,1220.0,55.0,2.0,0,1,0,0,0,0,0,0
weißensee,"Pistoriusstraße 79, Weißensee, Berlin",Wohnungstausch: Pistoriusstraße 79,800.0,56.0,3.0,1,0,0,0,0,0,0,0
prenzlauer berg,"Finnländische Straße 11, Prenzlauer Berg, Berlin",Wohnungstausch: Finnländische Straße 11,690.0,55.0,2.0,0,0,0,0,0,0,0,0
weißensee,"Berliner Allee 219, Weißensee, Berlin",Wohnungstausch: Berliner Allee 219,690.0,78.0,3.0,0,0,0,0,0,0,0,0
wedding,"Genter Straße 71, Wedding, Berlin",Wohnungstausch: Genter Straße 71,1190.0,70.0,2.0,1,0,0,0,1,0,0,0
kreuzberg,"Friedrichstraße 226, Kreuzberg, Berlin",Wohnungstausch: Friedrichstraße 226,740.0,67.0,2.0,1,0,0,0,1,0,0,0
prenzlauer berg,"Kuglerstraße 18, Prenzlauer Berg, Berlin",Wohnungstausch: Kuglerstraße 18,1240.0,94.0,3.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Isländische Str. 12, Prenzlauer Berg, Berlin",Wohnungstausch: Isländische Str. 12,560.0,45.0,1.0,0,0,0,0,0,0,0,0
tiergarten,"Derfflingerstraße 20, Tiergarten, Berlin",Wohnungstausch: Derfflingerstraße 20,940.0,65.0,2.0,0,0,0,0,0,0,0,0
kreuzberg,"Pücklerstraße 39, Kreuzberg, Berlin",Wohnungstausch: Pücklerstraße 39,780.0,48.0,2.0,0,0,0,0,0,0,0,0
borsigwalde,"Räuschstraße 66, Borsigwalde, Berlin",voll möblierte 2- Zimmerwohnung mit Balkon,1450.0,57.0,2.0,1,1,0,1,0,0,0,0
neukölln,"Boddinstraße 63, Neukölln (Ortsteil), Berlin",Wohnungstausch: Boddinstraße 63,730.0,45.0,2.0,0,0,0,0,0,0,0,0
alt-hohenschönhausen,"Altenhofer Straße 30, Alt-Hohenschönhausen, Berlin",Wohnungstausch: Altenhofer Straße 30,420.0,32.0,1.0,0,0,0,0,0,0,0,0
niederschönhausen,"Grabbeallee 61, Niederschönhausen, Berlin","Geräumige, modernisierte 2-Zimmerwohnung mit Balkon zu vermieten",1520.56,74.41,2.0,1,0,0,0,0,0,0,0
mitte,"Rosenthaler Straße 15, Mitte (Ortsteil), Berlin",Wohnungstausch: Rosenthaler Straße 15,400.0,32.0,1.0,0,0,0,0,1,0,0,0
prenzlauer berg,"Schönhauser Allee 74, Prenzlauer Berg, Berlin",Wohnungstausch: Schönhauser Allee 74,1910.0,115.0,3.0,1,0,0,0,0,0,0,0
friedrichshain,"Müggelstraße 21, Friedrichshain, Berlin",Wohnungstausch: Müggelstraße 21,550.0,55.0,2.0,0,0,0,0,0,0,0,0
charlottenburg,"Otto-Suhr-Allee 41, Charlottenburg, Berlin",Wohnungstausch: Otto-Suhr-Allee 41,560.0,50.0,1.0,1,0,0,0,1,0,0,0
kreuzberg,"Obentrautstraße 64, Kreuzberg, Berlin",Wohnungstausch: Obentrautstraße 64,970.0,71.0,2.0,0,0,0,0,0,0,0,0
neukölln,"Karl-Marx-Straße 45, Neukölln (Ortsteil), Berlin",Wohnungstausch: Karl-Marx-Straße 45,1040.0,82.0,3.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Sonnenburger Str. A 58, Prenzlauer Berg, Berlin",Wohnungstausch: Sonnenburger Str. 58A,480.0,40.0,1.0,0,0,0,0,0,0,0,0
moabit,"Waldenserstraße 30, Moabit, Berlin",Wohnungstausch: Waldenserstraße 30,570.0,39.0,1.0,0,0,0,0,0,0,0,0
oberschöneweide,"Marienstraße 5, Oberschöneweide, Berlin",Wohnungstausch: Marienstraße 5,1740.0,110.0,3.0,0,0,0,0,0,0,0,0
moabit,"Invalidenstraße E 56, Moabit, Berlin",Wohnungstausch: Invalidenstraße 56E,520.0,53.0,2.0,0,0,0,0,0,0,0,0
charlottenburg,"Waitzstraße 16, Charlottenburg, Berlin",Frisch renovierte 4-Zimmer Altbauwohnung am Adenauerplatz,2829.36,140.08,4.0,1,1,1,0,0,0,0,0
mitte,"Swinemünder Straße 109, Mitte (Ortsteil), Berlin",Wohnungstausch: Swinemünder Straße 109,1470.0,85.0,3.0,0,0,0,0,0,0,0,0
schöneberg,"Ebersstraße 59, Schöneberg, Berlin",Wohnungstausch: Ebersstraße 59,480.0,46.0,2.0,1,0,0,0,0,0,0,0
alt-hohenschönhausen,"Seefelder Str. 42, Alt-Hohenschönhausen, Berlin",WBS 160/180 FÜR 3 RÄUME ERFORDERLICH - Neubau mit Balkon und tollem Ausblick!,912.6,78.0,3.0,0,0,0,0,0,1,0,0
alt-hohenschönhausen,"Seefelder Str. 42, Alt-Hohenschönhausen, Berlin",ANMIETUNG NUR MIT EINKOMMEN ZWISCHEN 140-180 % (SIEHE OBJEKTBESCHREIBUNG),715.0,55.0,2.0,0,0,0,0,0,1,0,0
mitte,"Chausseestraße 51, Mitte (Ortsteil), Berlin",Wohnungstausch: Chausseestraße 51,600.0,63.0,2.0,1,0,0,0,1,0,0,0
kreuzberg,"Kreuzberg, Berlin",GROSSZÜGIGE & SONNIGE 3-Zi.-WOHNUNG MIT AUFZUG! DIREKT AN DER MARKTHALLE 9!,1850.0,86.37,3.0,0,1,1,0,1,0,0,0
oberschöneweide,"Griechische Allee 19, Oberschöneweide, Berlin",Wohnungstausch: Griechische Allee 19,1030.0,84.0,3.0,1,0,0,0,0,0,0,0
britz,"Britzer Damm 146, Britz, Berlin",Wohnungstausch: Britzer Damm 146,1110.0,82.0,3.0,0,0,0,0,1,0,0,0
grunewald,"Grunewald, Berlin",beste Grunewald-Lage nah Wildpfad + elegantes Wohnen im 1. (obersten) OG + 4 Zi mit großer Terrasse,4820.0,221.0,4.0,1,1,1,0,0,0,0,0
kreuzberg,"Friedrichstraße 232, Kreuzberg, Berlin",Wohnungstausch: Friedrichstraße 232,500.0,30.0,1.0,1,0,0,0,1,0,0,0
neukölln,"Sonnenallee 28, Neukölln (Ortsteil), Berlin",Wohnungstausch: Sonnenallee 28,1700.0,95.0,3.0,0,0,0,0,0,0,0,0
neukölln,"Silbersteinstraße 130, Neukölln (Ortsteil), Berlin",Wohnungstausch: Silbersteinstraße 130,670.0,49.0,2.0,0,0,0,0,0,0,0,0
mitte,"Zimmerstraße 95, Mitte (Ortsteil), Berlin","Moderne und top ausgestattete 2 Zimmer Wohnung mit ca. 52m², EBK und Balkon in Berlin-Mitte!",1725.0,52.84,2.0,0,0,0,0,1,0,0,0
mitte,"Zimmerstraße 97A, Mitte (Ortsteil), Berlin","Wunderschönes Townhouse mit 5 Zimmern, Dachterrasse und EBK in Premium-Lage in Mitte!",5100.0,206.76,5.0,0,0,0,0,0,0,0,0
adlershof,"Karl-Ziegler-Straße 7, Adlershof, Berlin",WBS mit besonderem Wohnbedarf erforderlich! 2 Zimmer Wohnung in Adlershof,530.4,52.0,2.0,0,0,0,0,1,1,0,0
adlershof,"Karl-Ziegler-Straße 7, Adlershof, Berlin",WBS mit besonderem Wohnbedarf erforderlich! geräumige 2 Zimmer Wohnung im Erdgeschoss,479.4,47.0,2.0,0,0,0,0,1,1,0,0
adlershof,"Alexander-von-Humboldt-Weg 3A, Adlershof, Berlin",WBS mit besonderem Wohnbedarf erforderlich! Gut geschnittene 2 Raum Wohnung,490.0,48.0,2.0,0,0,0,0,1,1,0,0
adlershof,"Karl-Ziegler-Straße 5, Adlershof, Berlin",WBS mit besonderem Wohnbedarf erforderlich! Erdgeschosswohnung in Adlershof,530.4,52.0,2.0,0,0,0,0,1,1,0,0
adlershof,"Alexander-von-Humboldt-Weg 3A, Adlershof, Berlin",WBS mit besonderem Wohnbedarf erforderlich! Schöne 2 Raum Wohnung in Adlershof,490.0,48.0,2.0,0,0,0,0,1,1,0,0
adlershof,"Karl-Ziegler-Straße 3, Adlershof, Berlin",WBS mit besonderem Wohnbedarf erforderlich! Gut geschnittene 2 Zimmer Wohnung,510.0,51.0,2.0,0,0,0,0,1,1,0,0
adlershof,"Karl-Ziegler-Straße 3, Adlershof, Berlin",WBS mit besonderem Wohnbedarf erforderlich!,520.2,51.0,2.0,0,0,0,0,1,1,0,0
adlershof,"Karl-Ziegler-Straße 3, Adlershof, Berlin",WBS mit besonderem Wohnbedarf erforderlich!,520.2,51.0,2.0,0,0,0,0,1,1,0,0
adlershof,"Karl-Ziegler-Straße 3, Adlershof, Berlin",WBS mit besonderem Wohnbedarf erforderlich! Geräumige 2 Zimmer Wohnung,460.0,46.0,2.0,0,0,0,0,1,1,0,0
adlershof,"Karl-Ziegler-Straße 3, Adlershof, Berlin",WBS mit besonderem Wohnbedarf erforderlich! 2 Zimmer Wohnung im Erdgeschoss,530.4,52.0,2.0,0,0,0,0,1,1,0,0
adlershof,"Karl-Ziegler-Straße 3, Adlershof, Berlin",WBS mit besonderem Wohnbedarf erforderlich! Erdgeschoss-Wohnung in Adlershof,479.4,47.0,2.0,0,0,0,0,1,1,0,0
adlershof,"Karl-Ziegler-Straße 1, Adlershof, Berlin",WBS mit besonderem Wohnbedarf erforderlich! 2 Zimmer Wohnung im Dachgeschoss,499.8,48.0,2.0,0,0,0,0,1,1,0,0
adlershof,"Karl-Ziegler-Straße 1, Adlershof, Berlin",WBS mit besonderem Wohnbedarf erforderlich! 2 Zimmer Wohnung in Adlershof,499.8,48.0,2.0,0,0,0,0,1,1,0,0
adlershof,"Karl-Ziegler-Straße 1, Adlershof, Berlin",WBS mit besonderem Wohnbedarf erforderlich! geräumige 2 Zimmer Wohnung,479.4,47.0,2.0,0,0,0,0,1,1,0,0
karlshorst,"Karlshorst, Berlin","Außergewöhnlich & Modern, Penthouse in bester Lage! *Erstbezug",3635.0,165.0,4.0,1,0,0,0,0,0,0,0
adlershof,"Alexander-von-Humboldt-Weg 5A, Adlershof, Berlin",WBS mit besonderem Wohnbedarf erforderlich! 2-Zimmer Wohnung in Adlershof,489.6,48.0,2.0,0,0,0,0,1,1,0,0
pankow,"Parkstraße 3, Pankow (Ortsteil), Berlin",Wohnungstausch: Parkstraße 3,1840.0,134.0,4.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Ahlbecker Straße 6, Prenzlauer Berg, Berlin",Wohnungstausch: Ahlbecker Straße 6,750.0,49.0,2.0,0,0,0,0,0,0,0,0
neukölln,"Richardstraße 111, Neukölln (Ortsteil), Berlin",Wohnungstausch: Richardstraße 111,550.0,54.0,1.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Naugarder Straße 12, Prenzlauer Berg, Berlin",Wohnungstausch: Naugarder Straße 12,730.0,52.0,2.0,0,0,0,0,0,0,0,0
neukölln,"Böhmische Straße 50, Neukölln (Ortsteil), Berlin",Wohnungstausch: Böhmische Straße 50,850.0,45.0,1.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Schneeglöckchenstraße 15, Prenzlauer Berg, Berlin",Wohnungstausch: Schneeglöckchenstraße 15,530.0,58.0,3.0,0,0,0,0,0,0,0,0
wedding,"Oudenarder Straße 22, Wedding, Berlin",Wohnungstausch: Oudenarder Straße 22,620.0,50.0,2.0,0,0,0,0,0,0,0,0
neukölln,"Hobrechtstraße 22, Neukölln (Ortsteil), Berlin",Wohnungstausch: Hobrechtstraße 22,950.0,72.0,2.0,0,0,0,0,0,0,0,0
schöneberg,"Hauptstraße a 59, Schöneberg, Berlin",Wohnungstausch: Hauptstraße 59a,1010.0,77.0,3.0,0,0,0,0,0,0,0,0
alt-treptow,"Elsenstraße 38, Alt-Treptow, Berlin",Wohnungstausch: Elsenstraße 38,1030.0,115.0,3.0,0,0,0,0,0,0,0,0
charlottenburg,"Fritschestraße 39, Charlottenburg, Berlin",Wohnungstausch: Fritschestraße 39,750.0,50.0,2.0,0,0,0,0,0,0,0,0
mitte,"Borsigstraße 31, Mitte (Ortsteil), Berlin",Wohnungstausch: Borsigstraße 31,1290.0,83.0,2.0,0,0,0,0,0,0,0,0
schöneberg,"Steinmetzstraße 23, Schöneberg, Berlin",Wohnungstausch: Steinmetzstraße 23,760.0,78.0,2.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Winsstraße 25, Prenzlauer Berg, Berlin",Wohnungstausch: Winsstraße 25,1360.0,68.0,2.0,0,0,0,0,0,0,0,0
friedrichshain,"Wedekindstraße 15, Friedrichshain, Berlin",Wohnungstausch: Wedekindstraße 15,820.0,64.0,2.0,1,0,0,0,0,0,0,0
neukölln,"Leinestraße 4, Neukölln (Ortsteil), Berlin",Wohnungstausch: Leinestraße 4,700.0,52.0,2.0,1,0,0,0,0,0,0,0
wilmersdorf,"Sächsische Str. 36, Wilmersdorf, Berlin",Wohnungstausch: Sächsische Str. 36,1430.0,75.0,2.0,0,0,0,0,0,0,0,0
oberschöneweide,"Klarastraße  6, Oberschöneweide, Berlin",Klassischer 3-Zimmer Altbau!,1378.45,72.55,3.0,1,0,0,0,0,0,0,0
kreuzberg,"Wrangelstraße 63, Kreuzberg, Berlin",Wohnungstausch: Wrangelstraße 63,1640.0,93.0,3.0,0,0,0,0,0,0,0,0
charlottenburg,"Seelingstraße 16, Charlottenburg, Berlin",Wohnungstausch: Seelingstraße 16,580.0,47.0,2.0,0,0,0,0,0,0,0,0
hakenfelde,"Schützenstraße b 14, Hakenfelde, Berlin",Wohnungstausch: Schützenstraße 14b,980.0,58.0,2.0,1,0,0,0,0,0,0,0
friedrichshain,"Graudenzer Straße 8, Friedrichshain, Berlin",Wohnungstausch: Graudenzer Straße 8,530.0,47.0,2.0,1,0,0,0,0,0,0,0
staaken,"Heerstraße 406, Staaken, Berlin",Wohnungstausch: Heerstraße 406,670.0,76.0,3.0,0,0,0,0,0,0,0,0
oberschöneweide,"Klarastraße 5, Oberschöneweide, Berlin",Helle 2 Zimmer Wohnung in Köpenick!,1043.86,54.94,2.0,0,0,0,0,0,0,0,0
lankwitz,"Elisabethstraße 18, Lankwitz, Berlin",Wohnungstausch: Elisabethstraße 18,650.0,51.0,2.0,1,0,0,0,0,0,0,0
kreuzberg,"Katzbachstraße 21, Kreuzberg, Berlin",Wohnungstausch: Katzbachstraße 21,710.0,58.0,3.0,0,0,0,0,0,0,0,0
tiergarten,"Lützowstr. 111B, Tiergarten, Berlin",+++ Neubau! +++ Erstbezug! +++ Top-Ausstattung! +++,2890.12,97.97,4.0,1,1,1,0,0,0,0,0
kreuzberg,"Boppstraße 3, Kreuzberg, Berlin",Wohnungstausch: Boppstraße 3,660.0,40.0,1.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Prenzlauer Berg, Berlin",MÖBLIERTES Apartment am Helmholtzplatz! FURNISHED apartment at popular Helmholtzplatz!,1531.74,36.0,1.0,1,1,0,0,0,0,0,0
charlottenburg,"Kurfürstendamm 74, Charlottenburg, Berlin",Wohnungstausch: Kurfürstendamm 74,1390.0,75.0,3.0,1,0,0,0,1,0,0,0
mitte,"Swinemünder Straße 19, Mitte (Ortsteil), Berlin",Wohnungstausch: Swinemünder Straße 19,1100.0,64.0,2.0,1,0,0,0,0,0,0,0
fennpfuhl,"Landsberger Allee 175, Fennpfuhl, Berlin",Wohnungstausch: Landsberger Allee 175,630.0,47.0,2.0,0,0,0,0,0,0,0,0
schmargendorf,"Cunostraße 60, Schmargendorf, Berlin",Wohnungstausch: Cunostraße 60,1070.0,85.0,3.0,0,0,0,0,0,0,0,0
gesundbrunnen,"Uferstraße 13, Gesundbrunnen, Berlin",Wohnungstausch: Uferstraße 13,2290.0,142.0,4.0,0,0,0,0,0,0,0,0
tempelhof,"Höhndorfstraße 10, Tempelhof, Berlin",Wohnungstausch: Höhndorfstraße 10,470.0,46.0,2.0,1,0,0,0,0,0,0,0
gesundbrunnen,"Schulzendorfer Straße 1, Gesundbrunnen, Berlin",Wohnungstausch: Schulzendorfer Straße 1,350.0,25.0,1.0,0,0,0,0,1,0,0,0
steglitz,"Steglitzer Damm g 113, Steglitz, Berlin",Wohnungstausch: Steglitzer Damm 113g,850.0,53.0,2.0,0,0,0,0,0,0,0,0
steglitz,"Bergstraße 6, Steglitz, Berlin",Wohnungstausch: Bergstraße 6,630.0,56.0,2.0,1,0,0,0,0,0,0,0
prenzlauer berg,"Dunckerstraße 79, Prenzlauer Berg, Berlin",Wohnungstausch: Dunckerstraße 79,940.0,39.0,1.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Senefelderstraße 26, Prenzlauer Berg, Berlin",Wohnungstausch: Senefelderstraße 26,860.0,87.0,2.0,0,0,0,0,0,0,0,0
reinickendorf,"Brusebergstraße 16, Reinickendorf (Ortsteil), Berlin",Wohnungstausch: Brusebergstraße 16,500.0,39.0,1.0,0,0,0,0,0,0,0,0
pankow,"Thulestraße 7, Pankow (Ortsteil), Berlin",Wohnungstausch: Thulestraße 7,830.0,63.0,3.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Hufelandstraße 8, Prenzlauer Berg, Berlin",Wohnungstausch: Hufelandstraße 8,1030.0,87.0,3.0,0,0,0,0,0,0,0,0
gesundbrunnen,"Lichtburgring 20, Gesundbrunnen, Berlin",Wohnungstausch: Lichtburgring 20,1740.0,86.0,3.0,1,0,0,0,1,0,0,0
kreuzberg,"Naunynstraße A 54, Kreuzberg, Berlin",Wohnungstausch: Naunynstraße 54A,970.0,75.0,3.0,0,0,0,0,0,0,0,0
kreuzberg,"Schönleinstraße 7, Kreuzberg, Berlin",Wohnungstausch: Schönleinstraße 7,830.0,105.0,2.0,0,0,0,0,0,0,0,0
neukölln,"Thiemannstraße 19, Neukölln (Ortsteil), Berlin",Wohnungstausch: Thiemannstraße 19,650.0,66.0,1.0,0,0,0,0,0,0,0,0
reinickendorf,"Reginhardstraße 35, Reinickendorf (Ortsteil), Berlin",Wohnungstausch: Reginhardstraße 35,820.0,63.0,2.0,0,0,0,0,0,0,0,0
friedrichshain,"Zellestraße a 9, Friedrichshain, Berlin",Wohnungstausch: Zellestraße 9a,660.0,65.0,2.0,1,0,0,0,0,0,0,0
wedding,"Schererstraße 5, Wedding, Berlin",Wohnungstausch: Schererstraße 5,580.0,46.0,2.0,0,0,0,0,0,0,0,0
wilmersdorf,"Hohenzollerndamm 34, Wilmersdorf, Berlin",Wohnungstausch: Hohenzollerndamm 34,730.0,65.0,2.0,0,0,0,0,0,0,0,0
charlottenburg,"Lietzenburger Straße 56, Charlottenburg, Berlin",Wohnungstausch: Lietzenburger Straße 56,1590.0,47.0,2.0,0,0,0,0,0,0,0,0
zehlendorf,"Knesebeckstraße 11, Zehlendorf, Berlin",Wohnungstausch: Knesebeckstraße 11,1440.0,98.0,3.0,1,0,0,0,0,0,0,0
mitte,"Köpenicker Str. 79, Mitte (Ortsteil), Berlin",Wunderschöne vollmöblierte Studio Wohnung direkt an der Ubahn Heinrich-Heine-Straße,1985.0,36.0,1.0,0,0,0,0,1,0,0,0
kreuzberg,"Pücklerstraße 26, Kreuzberg, Berlin",Wohnungstausch: Pücklerstraße 26,540.0,30.0,1.0,1,0,0,0,1,0,0,0
friedrichshain,"Friedenstraße 91, Friedrichshain, Berlin",Wohnungstausch: Friedenstraße 91,820.0,56.0,2.0,1,0,0,0,1,0,0,0
mitte,"Albrechtstraße 12, Mitte (Ortsteil), Berlin",Wohnungstausch: Albrechtstraße 12,620.0,39.0,1.0,0,0,0,0,0,0,0,0
moabit,"Zwinglistraße 14, Moabit, Berlin",Wohnungstausch: Zwinglistraße 14,790.0,93.0,3.0,0,0,0,0,0,0,0,0
neukölln,"Manitiusstraße 3, Neukölln (Ortsteil), Berlin",Wohnungstausch: Manitiusstraße 3,830.0,60.0,2.0,1,0,0,0,0,0,0,0
steglitz,"Körnerstraße 42, Steglitz, Berlin",Wohnungstausch: Körnerstraße 42,1100.0,77.0,3.0,1,0,0,0,0,0,0,0
lichterfelde,"Billy-Wilder-Promenade 47, Lichterfelde, Berlin",Wohnungstausch: Billy-Wilder-Promenade 47,1050.0,60.0,2.0,0,0,0,0,0,0,0,0
charlottenburg,"Sophie-Charlotten-Straße 29, Charlottenburg, Berlin",Wohnungstausch: Sophie-Charlotten-Straße 29,1080.0,86.0,3.0,0,0,0,0,0,0,0,0
pankow,"Herthastraße 5, Pankow (Ortsteil), Berlin",Wohnungstausch: Herthastraße 5,490.0,37.0,1.0,0,0,0,0,0,0,0,0
friedrichshain,"Simon-Dach-Straße 36, Friedrichshain, Berlin",Wohnungstausch: Simon-Dach-Straße 36,870.0,54.0,2.0,0,0,0,0,0,0,0,0
mitte,"Mittelstraße 15, Mitte (Ortsteil), Berlin",Wohnungstausch: Mittelstraße 15,1990.0,96.0,2.0,0,0,0,0,0,0,0,0
friedenau,"Perelsplatz 0, Friedenau, Berlin",Wohnungstausch: Perelsplatz 0,1300.0,80.0,3.0,0,0,0,0,0,0,0,0
friedrichshain,"Boxhagener Straße 48, Friedrichshain, Berlin",Wohnungstausch: Boxhagener Straße 48,800.0,63.0,2.0,0,0,0,0,0,0,0,0
schöneberg,"Belziger Str. 74, Schöneberg, Berlin",Wohnungstausch: Belziger Str. 74,1050.0,75.0,2.0,0,0,0,0,0,0,0,0
friedrichshain,"Dolziger Straße 2, Friedrichshain, Berlin",Wohnungstausch: Dolziger Straße 2,940.0,65.0,2.0,0,0,0,0,0,0,0,0
gesundbrunnen,"Buttmannstraße 7, Gesundbrunnen, Berlin",Wohnungstausch: Buttmannstraße 7,830.0,49.0,1.0,0,0,0,0,0,0,0,0
gesundbrunnen,"Graunstraße 13, Gesundbrunnen, Berlin",Wohnungstausch: Graunstraße 13,990.0,60.0,2.0,0,0,0,0,0,0,0,0
wilmersdorf,"Grainauer Str. 11, Wilmersdorf, Berlin",Wohnungstausch: Grainauer Str. 11,850.0,60.0,1.0,1,0,0,0,0,0,0,0
neukölln,"Liberdastraße 3, Neukölln (Ortsteil), Berlin",Wohnungstausch: Liberdastraße 3,750.0,66.0,2.0,1,0,0,0,0,0,0,0
tiergarten,"Lützowstr. 111, Tiergarten, Berlin",2 rooms apartment with Balcony in Mitte (Berlin),2000.0,35.0,2.0,1,1,0,0,1,0,0,0
neukölln,"Neukölln (Ortsteil), Berlin",Tauschwohnung: 2 Zi. Altbauwohnung in Neukölln gegen 3 Zimmer in NK/Xberg,699.0,60.0,2.0,0,0,1,0,0,1,0,0
prenzlauer berg,"Prenzlauer Berg, Berlin","Tauschwohnung: Schöne 2 ZKB Altbau Whg in P-Berg gg. 1,5-3 ZKB in XBerg/NK",570.0,54.0,2.0,0,0,1,0,0,0,0,0
neukölln,"Neukölln (Ortsteil), Berlin",Tauschwohnung: Biete 3 Zimmer suche 3/4 zimmer,850.0,89.0,3.0,0,1,1,1,0,0,0,0
schöneberg,"Kärntener Str. 4, Schöneberg, Berlin",Wunderschöne vollausgestattete 2 Zimmer Wohnung in super Lage in Schöneberg.,2090.0,58.0,2.0,0,0,0,0,0,0,0,0
französisch buchholz,"Arnouxstraße 39, Französisch Buchholz, Berlin","Gemütliche 1,5 Zimmer-Wohnung mit Balkon und EBK",845.0,45.43,2.0,1,0,1,0,0,0,0,0
mitte,"Am Köllnischen Park 11, Mitte (Ortsteil), Berlin",Neubauapartment nahe Alexanderplatz,1685.0,49.0,2.0,1,1,0,0,1,0,0,0
prenzlauer berg,"Senefelderstraße 22, Prenzlauer Berg, Berlin",Wohnungstausch: Senefelderstraße 22,880.0,83.0,3.0,0,0,0,0,0,0,0,0
moabit,"Wiclefstraße 10, Moabit, Berlin",Wohnungstausch: Wiclefstraße 10,570.0,42.0,1.0,0,0,0,0,1,0,0,0
